Player ID,first_name,last_name,team,hits,avg,homeruns,atbats,obp,stolenbases,rbi
608371,Lucas,Sims,Cincinnati Reds,0,.000,0,2,.000,0,0
448609,Tony,Sipp,Washington Nationals,0,.---,0,0,.---,0,0
642082,Chance,Sisco,Baltimore Orioles,29,.181,2,160,.288,1,16
607215,Eric,Skoglund,Kansas City Royals,0,.000,0,3,.000,0,0
605474,Matt,Skole,Chicago White Sox,3,.273,1,11,.385,0,1
596103,Austin,Slater,San Francisco Giants,50,.251,1,199,.333,7,23
572143,Burch,Smith,Oakland Athletics,0,.---,0,0,.---,0,0
592761,Caleb,Smith,Arizona Diamondbacks,3,.136,0,22,.136,0,1
605476,Carson,Smith,Boston Red Sox,0,.---,0,0,.---,0,0
642086,Dominic,Smith,New York Mets,32,.224,5,143,.255,0,11
622098,Drew,Smith,New York Mets,0,.---,0,0,.---,0,0
596105,Dwight,Smith,Baltimore Orioles,17,.262,2,65,.347,0,8
501925,Joe,Smith,Houston Astros,0,.---,0,0,.---,0,0
607345,Kevan,Smith,Tampa Bay Rays,50,.292,3,171,.348,1,21
605480,Mallex,Smith,Seattle Mariners,142,.296,2,480,.367,40,40
573166,Murphy,Smith,Toronto Blue Jays,0,.---,0,0,.---,0,0
519293,Will,Smith,Atlanta Braves,0,.---,0,0,.---,0,0
475253,Justin,Smoak,San Francisco Giants,122,.242,25,505,.350,0,77
605483,Blake,Snell,Tampa Bay Rays,0,.000,0,1,.667,0,0
592769,D.J.,Snelten,Tampa Bay Rays,0,.000,0,1,.000,0,0
474319,Brandon,Snyder,Washington Nationals,1,.167,0,6,.167,0,0
656977,Chad,Sobotka,Atlanta Braves,1,1.000,0,1,1.000,0,0
519299,Eric,Sogard,Milwaukee Brewers,13,.134,0,97,.241,3,2
500208,Yangervis,Solarte,Atlanta Braves,106,.226,17,468,.277,1,54
624585,Jorge,Soler,Kansas City Royals,59,.265,9,223,.354,3,28
465657,Joakim,Soria,Oakland Athletics,0,.---,0,0,.---,0,0
647336,Mike,Soroka,Atlanta Braves,1,.125,0,8,.125,0,0
624641,Edmundo,Sosa,St. Louis Cardinals,0,.000,0,2,.333,0,0
665742,Juan,Soto,Washington Nationals,121,.292,22,414,.406,5,70
519306,Steven,Souza Jr.,Chicago Cubs,53,.220,5,241,.309,6,29
452655,Denard,Span,Seattle Mariners,114,.261,11,437,.341,9,58
605486,Cory,Spangenberg,Milwaukee Brewers,70,.235,7,298,.298,6,25
543807,George,Springer,Houston Astros,144,.265,22,544,.346,6,71
605488,Jeffrey,Springs,Boston Red Sox,0,.---,0,0,.---,0,0
607732,Jacob,Stallings,Pittsburgh Pirates,8,.216,0,37,.268,0,5
489334,Craig,Stammen,San Diego Padres,0,.---,0,0,.---,0,0
592773,Ryne,Stanek,Miami Marlins,0,.---,0,0,.---,0,0
519317,Giancarlo,Stanton,New York Yankees,164,.266,38,617,.343,5,100
545358,Max,Stassi,Los Angeles Angels,50,.226,8,221,.316,0,27
608716,Drew,Steckenrider,Miami Marlins,0,.---,0,0,.---,0,0
623451,Jackson,Stephens,Cincinnati Reds,0,.000,0,2,.333,0,0
596112,Robert,Stephenson,Cincinnati Reds,0,.000,0,2,.333,0,0
664057,Andrew,Stevenson,Washington Nationals,19,.253,1,75,.306,1,13
621514,Christin,Stewart,Detroit Tigers,16,.267,2,60,.375,0,10
621466,DJ,Stewart,Baltimore Orioles,10,.250,3,40,.340,2,10
476594,Robert,Stock,Boston Red Sox,0,.---,0,0,.---,0,0
596115,Trevor,Story,Colorado Rockies,174,.291,37,598,.348,27,108
621381,Matt,Strahm,San Diego Padres,0,.000,0,8,.000,0,0
543829,Dee,Strange-Gordon,Seattle Mariners,149,.268,4,556,.288,30,36
544931,Stephen,Strasburg,Washington Nationals,5,.122,0,41,.163,0,1
608717,Chris,Stratton,Pittsburgh Pirates,6,.140,0,43,.136,0,5
664702,Myles,Straw,Houston Astros,3,.333,1,9,.400,2,1
519326,Hunter,Strickland,New York Mets,0,.---,0,0,.---,0,0
548389,Ross,Stripling,Toronto Blue Jays,3,.091,0,33,.091,1,2
573186,Marcus,Stroman,New York Mets,1,.333,0,3,.333,0,0
467008,Pedro,Strop,Chicago Cubs,0,.000,0,2,.000,0,0
621385,Daniel,Stumpf,Detroit Tigers,0,.---,0,0,.---,0,0
605498,Andrew,Suarez,San Francisco Giants,3,.064,0,47,.102,0,0
553993,Eugenio,Suarez,Cincinnati Reds,149,.283,34,527,.366,1,104
624133,Ranger,Suarez,Philadelphia Phillies,1,.167,0,6,.167,0,0
491696,Jesus,Sucre,Baltimore Orioles,38,.209,1,182,.247,1,17
593833,Wander,Suero,Washington Nationals,0,.000,0,3,.000,0,0
572180,Andrew,Susac,Pittsburgh Pirates,3,.115,0,26,.115,0,0
608718,Brent,Suter,Milwaukee Brewers,5,.192,1,26,.323,0,3
400085,Ichiro,Suzuki,Seattle Mariners,9,.205,0,44,.255,0,0
435559,Kurt,Suzuki,Washington Nationals,94,.271,12,347,.332,0,50
621020,Dansby,Swanson,Atlanta Braves,114,.238,14,478,.304,10,59
461872,Anthony,Swarzak,Philadelphia Phillies,0,.---,0,0,.---,0,0
596119,Blake,Swihart,Texas Rangers,44,.229,3,192,.285,6,18
592789,Noah,Syndergaard,New York Mets,6,.128,0,47,.143,0,3
592791,Jameson,Taillon,Pittsburgh Pirates,4,.070,0,57,.086,0,3
547888,Masahiro,Tanaka,New York Yankees,0,.000,0,6,.000,0,0
606132,Raimel,Tapia,Colorado Rockies,5,.200,1,25,.259,0,6
643565,Mike,Tauchman,New York Yankees,3,.094,0,32,.194,1,0
607333,Beau,Taylor,Cleveland Indians,1,.200,0,5,.333,0,0
621035,Chris,Taylor,Los Angeles Dodgers,136,.254,17,536,.331,9,63
572191,Michael A.,Taylor,Washington Nationals,80,.227,6,353,.287,24,28
527054,Julio,Teheran,Los Angeles Angels,7,.175,1,40,.190,0,4
542513,Tomas,Telis,Minnesota Twins,6,.207,0,29,.258,0,1
642133,Rowdy,Tellez,Toronto Blue Jays,22,.314,4,70,.329,0,14
572193,Ryan,Tepera,Chicago Cubs,0,.---,0,0,.---,0,0
519346,Eric,Thames,Washington Nationals,54,.219,16,247,.306,7,37
572204,Trayce,Thompson,Arizona Diamondbacks,15,.117,3,128,.162,3,9
592808,Andrew,Toles,Los Angeles Dodgers,7,.233,0,30,.281,1,4
458708,Josh,Tomlin,Atlanta Braves,0,.---,0,0,.---,0,0
650402,Gleyber,Torres,New York Yankees,117,.271,24,431,.340,6,77
591720,Ronald,Torreyes,Philadelphia Phillies,28,.280,0,100,.294,0,7
657053,Touki,Toussaint,Atlanta Braves,1,.100,0,10,.100,0,0
664167,Blake,Trahan,Cincinnati Reds,3,.214,0,14,.214,0,0
581527,Devon,Travis,Toronto Blue Jays,83,.232,11,357,.275,3,44
595014,Blake,Treinen,Los Angeles Dodgers,0,.---,0,0,.---,0,0
624431,Jose,Trevino,Texas Rangers,2,.250,0,8,.250,0,3
642152,Lou,Trivino,Oakland Athletics,0,.---,0,0,.---,0,0
545361,Mike,Trout,Los Angeles Angels,147,.312,39,471,.460,24,79
444432,Mark,Trumbo,Baltimore Orioles,86,.261,17,330,.313,0,44
663656,Kyle,Tucker,Houston Astros,9,.141,0,64,.236,1,4
592815,Sam,Tuivailala,Seattle Mariners,0,.---,0,0,.---,0,0
605513,Spencer,Turnbull,Detroit Tigers,0,.000,0,2,.000,0,0
545363,Jacob,Turner,Detroit Tigers,0,.---,0,0,.---,0,0
457759,Justin,Turner,Los Angeles Dodgers,114,.312,14,365,.406,2,52
607208,Trea,Turner,Washington Nationals,180,.271,19,664,.344,43,73
621249,Duane,Underwood,Chicago Cubs,0,.000,0,1,.000,0,0
457708,Justin,Upton,Los Angeles Angels,137,.257,30,533,.344,8,85
570632,Jose,Urena,Miami Marlins,2,.042,0,48,.061,0,1
620446,Richard,Urena,Baltimore Orioles,29,.293,1,99,.340,2,6
628711,Julio,Urias,Los Angeles Dodgers,0,.000,0,1,.000,0,0
649966,Luis,Urias,Milwaukee Brewers,10,.208,2,48,.264,1,5
570482,Gio,Urshela,New York Yankees,10,.233,1,43,.283,0,3
400284,Chase,Utley,Philadelphia Phillies,35,.213,1,164,.305,3,14
642162,Pat,Valaika,Baltimore Orioles,19,.156,2,122,.214,0,5
472528,Luis,Valbuena,Los Angeles Angels,53,.199,9,266,.253,3,33
502143,Danny,Valencia,Baltimore Orioles,67,.263,9,255,.316,1,28
591971,Breyvic,Valera,Toronto Blue Jays,15,.234,0,64,.301,1,8
545121,Ildemaro,Vargas,Chicago Cubs,4,.211,1,19,.250,1,4
450306,Jason,Vargas,Philadelphia Phillies,4,.148,0,27,.179,0,0
657786,Jerry,Vasto,Chicago Cubs,0,.---,0,0,.---,0,0
543877,Christian,Vazquez,Boston Red Sox,52,.207,3,251,.257,4,16
553878,Felipe,Vazquez,Pittsburgh Pirates,0,.000,0,1,.000,0,0
592826,Vince,Velasquez,Philadelphia Phillies,9,.225,0,40,.225,0,1
623205,Andrew,Velazquez,Baltimore Orioles,3,.300,0,10,.417,1,0
584171,Hector,Velazquez,Houston Astros,0,.000,0,1,.000,0,0
519381,Pat,Venditte,Miami Marlins,0,.---,0,0,.---,0,0
458924,Jonny,Venters,Washington Nationals,0,.---,0,0,.---,0,0
657077,Alex,Verdugo,Boston Red Sox,20,.260,1,77,.329,0,4
572403,Drew,VerHagen,Detroit Tigers,0,.000,0,1,.000,0,0
434378,Justin,Verlander,Houston Astros,1,.200,0,5,.200,0,0
622713,Engelb,Vielma,Baltimore Orioles,1,.143,0,7,.250,0,0
570799,Christian,Villanueva,San Diego Padres,83,.236,20,351,.299,3,46
542340,Jonathan,Villar,Toronto Blue Jays,121,.260,14,466,.325,35,46
650619,Meibrys,Viloria,Kansas City Royals,7,.259,0,27,.286,0,4
543883,Nick,Vincent,Miami Marlins,0,.---,0,0,.---,0,0
527055,Arodys,Vizcaino,Seattle Mariners,0,.---,0,0,.---,0,0
596129,Daniel,Vogelbach,Milwaukee Brewers,18,.207,4,87,.324,0,13
572228,Luke,Voit,New York Yankees,46,.322,15,143,.398,0,36
458690,Chris,Volstad,Chicago White Sox,0,.---,0,0,.---,0,0
608723,Austin,Voth,Washington Nationals,0,.000,0,2,.000,0,0
458015,Joey,Votto,Cincinnati Reds,143,.284,12,503,.417,2,67
608379,Michael,Wacha,New York Mets,2,.080,0,25,.115,0,1
642180,Tyler,Wade,New York Yankees,11,.167,1,66,.214,1,5
592833,Bobby,Wahl,Milwaukee Brewers,0,.---,0,0,.---,0,0
425794,Adam,Wainwright,St. Louis Cardinals,1,.091,0,11,.091,0,1
519393,Marcus,Walden,Boston Red Sox,0,.---,0,0,.---,0,0
605520,Mitch,Walding,Philadelphia Phillies,1,.059,1,17,.158,0,2
572233,Christian,Walker,Arizona Diamondbacks,8,.163,3,49,.226,1,6
435522,Neil,Walker,Philadelphia Phillies,76,.219,11,347,.309,0,46
592836,Taijuan,Walker,Toronto Blue Jays,0,.000,0,4,.000,0,0
595453,Chad,Wallach,Miami Marlins,8,.178,1,45,.275,0,5
621493,Taylor,Ward,Los Angeles Angels,24,.178,6,135,.245,2,15
453265,Tony,Watson,San Francisco Giants,0,.---,0,0,.---,0,0
596133,Luke,Weaver,Arizona Diamondbacks,6,.158,0,38,.179,0,2
643778,Tyler,Webb,St. Louis Cardinals,0,.000,0,1,.000,0,0
543901,Ryan,Weber,Boston Red Sox,0,.000,0,1,.000,0,0
605525,J.B.,Wendelken,Oakland Athletics,0,.---,0,0,.---,0,0
621563,Joey,Wendle,Tampa Bay Rays,146,.300,7,487,.354,16,61
554430,Zack,Wheeler,Philadelphia Phillies,11,.196,0,56,.193,0,4
643603,Tyler,White,Los Angeles Dodgers,58,.276,12,210,.354,0,42
595032,Chase,Whitley,Atlanta Braves,0,.---,0,0,.---,0,0
592858,Rowan,Wick,Chicago Cubs,0,.---,0,0,.---,0,0
623364,Brad,Wieck,Chicago Cubs,0,.---,0,0,.---,0,0
446308,Matt,Wieters,St. Louis Cardinals,56,.238,8,235,.330,0,30
658792,Aaron,Wilkerson,Milwaukee Brewers,0,.000,0,2,.000,0,0
592859,Stevie,Wilkerson,Baltimore Orioles,8,.174,0,46,.224,1,3
657117,Austen,Williams,Washington Nationals,0,.---,0,0,.---,0,0
642211,Justin,Williams,St. Louis Cardinals,0,.000,0,1,.000,0,0
592863,Mason,Williams,Baltimore Orioles,36,.293,2,123,.331,1,6
608384,Nick,Williams,Cincinnati Reds,104,.256,17,407,.324,3,50
592865,Taylor,Williams,San Diego Padres,1,.250,0,4,.250,0,0
592866,Trevor,Williams,Pittsburgh Pirates,5,.116,0,43,.156,0,0
435064,Bobby,Wilson,Detroit Tigers,24,.178,2,135,.242,0,16
669060,Bryse,Wilson,Atlanta Braves,0,.000,0,2,.000,0,0
458677,Justin,Wilson,New York Mets,0,.000,0,1,.000,0,0
622259,Trey,Wingenter,San Diego Padres,0,.---,0,0,.---,0,0
608385,Jesse,Winker,Cincinnati Reds,84,.299,7,281,.405,0,43
595465,Dan,Winkler,Chicago Cubs,0,.000,0,1,.000,0,0
621550,Patrick,Wisdom,Chicago Cubs,13,.260,4,50,.362,2,10
605538,Matt,Wisler,Minnesota Twins,0,.000,0,8,.000,0,0
621295,Nick,Wittgren,Cleveland Indians,0,.---,0,0,.---,0,0
547172,Tony,Wolters,Colorado Rockies,31,.170,3,182,.292,2,27
543939,Kolten,Wong,St. Louis Cardinals,88,.249,9,353,.332,6,38
622072,Alex,Wood,Los Angeles Dodgers,2,.045,0,44,.045,1,0
621056,Hunter,Wood,Cleveland Indians,0,.---,0,0,.---,0,0
605540,Brandon,Woodruff,Milwaukee Brewers,2,.250,1,8,.333,0,1
519443,Brandon,Workman,Philadelphia Phillies,0,.---,0,0,.---,0,0
431151,David,Wright,New York Mets,0,.000,0,2,.333,0,0
657140,Kyle,Wright,Atlanta Braves,0,.---,0,0,.---,0,0
605541,Mike,Wright Jr.,Seattle Mariners,0,.000,0,1,.000,0,0
453214,Steven,Wright,Boston Red Sox,0,.---,0,0,.---,0,0
642851,Austin,Wynns,Baltimore Orioles,28,.255,4,110,.287,0,11
642232,Ryan,Yarbrough,Tampa Bay Rays,0,.000,0,3,.000,0,0
489446,Kirby,Yates,San Diego Padres,0,.000,0,2,.000,0,0
592885,Christian,Yelich,Milwaukee Brewers,187,.326,36,574,.402,22,110
455759,Chris,Young,Los Angeles Angels,19,.168,6,113,.252,2,13
657145,Mark,Zagunis,Chicago Cubs,2,.400,0,5,.500,0,1
489448,Mike,Zagurski,Chicago Cubs,0,.---,0,0,.---,0,0
623354,Daniel,Zamora,New York Mets,0,.---,0,0,.---,0,0
642239,Rob,Zastryzny,Baltimore Orioles,0,.---,0,0,.---,0,0
446899,Brad,Ziegler,Arizona Diamondbacks,0,.---,0,0,.---,0,0
605548,Bradley,Zimmer,Cleveland Indians,24,.226,2,106,.281,4,9
475582,Ryan,Zimmerman,Washington Nationals,76,.264,13,288,.337,1,51
519455,Jordan,Zimmermann,Detroit Tigers,0,.000,0,2,.000,0,0
450314,Ben,Zobrist,Chicago Cubs,139,.305,9,455,.378,3,58
572287,Mike,Zunino,Tampa Bay Rays,75,.201,20,373,.259,0,44
